date,state,fips,cases,deaths
3/31/20,Tennessee,47,2049,13
3/31/20,Texas,48,3570,57
3/31/20,Utah,49,887,5
3/31/20,Vermont,50,293,13
3/31/20,Virgin Islands,78,30,0
3/31/20,Virginia,51,1249,27
3/31/20,Washington,53,5292,226
3/31/20,West Virginia,54,162,1
3/31/20,Wisconsin,55,1351,25
3/31/20,Wyoming,56,120,0
4/1/20,Alabama,1,1106,28
4/1/20,Alaska,2,143,2
4/1/20,Arizona,4,1413,29
4/1/20,Arkansas,5,624,10
4/1/20,California,6,9816,212
4/1/20,Colorado,8,3346,80
4/1/20,Connecticut,9,3557,85
4/1/20,Delaware,10,368,11
4/1/20,District of Columbia,11,586,11
4/1/20,Florida,12,7765,100
4/1/20,Georgia,13,4747,154
4/1/20,Guam,66,147,3
4/1/20,Hawaii,15,258,1
4/1/20,Idaho,16,669,9
4/1/20,Illinois,17,6978,146
4/1/20,Indiana,18,2564,65
4/1/20,Iowa,19,549,9
4/1/20,Kansas,20,488,11
4/1/20,Kentucky,21,674,20
4/1/20,Louisiana,22,6424,273
4/1/20,Maine,23,344,7
4/1/20,Maryland,24,1985,33
4/1/20,Massachusetts,25,7738,122
4/1/20,Michigan,26,9292,336
4/1/20,Minnesota,27,689,17
4/1/20,Mississippi,28,1073,22
4/1/20,Missouri,29,1580,18
4/1/20,Montana,30,217,5
4/1/20,Nebraska,31,249,5
4/1/20,Nevada,32,1279,32
4/1/20,New Hampshire,33,415,4
4/1/20,New Jersey,34,22255,355
4/1/20,New Mexico,35,363,6
4/1/20,New York,36,84363,2415
4/1/20,North Carolina,37,1580,11
4/1/20,North Dakota,38,147,3
4/1/20,Northern Mariana Islands,69,6,1
4/1/20,Ohio,39,2547,65
4/1/20,Oklahoma,40,719,30
4/1/20,Oregon,41,736,19
4/1/20,Pennsylvania,42,5805,74
4/1/20,Puerto Rico,72,286,11
4/1/20,Rhode Island,44,566,10
4/1/20,South Carolina,45,1293,26
4/1/20,South Dakota,46,128,2
4/1/20,Tennessee,47,2689,23
4/1/20,Texas,48,4255,63
4/1/20,Utah,49,1012,7
4/1/20,Vermont,50,321,16
4/1/20,Virgin Islands,78,30,0
4/1/20,Virginia,51,1511,34
4/1/20,Washington,53,5588,249
4/1/20,West Virginia,54,191,2
4/1/20,Wisconsin,55,1550,33
4/1/20,Wyoming,56,137,0
4/2/20,Alabama,1,1270,32
4/2/20,Alaska,2,146,2
4/2/20,Arizona,4,1600,35
4/2/20,Arkansas,5,683,12
4/2/20,California,6,11190,247
4/2/20,Colorado,8,3728,96
4/2/20,Connecticut,9,3824,112
4/2/20,Delaware,10,393,12
4/2/20,District of Columbia,11,653,12
4/2/20,Florida,12,9000,144
4/2/20,Georgia,13,5444,176
4/2/20,Guam,66,152,3
4/2/20,Hawaii,15,283,2
4/2/20,Idaho,16,890,9
4/2/20,Illinois,17,7695,165
4/2/20,Indiana,18,3040,78
4/2/20,Iowa,19,614,11
4/2/20,Kansas,20,554,14
4/2/20,Kentucky,21,747,34
4/2/20,Louisiana,22,9152,310
4/2/20,Maine,23,376,7
4/2/20,Maryland,24,2331,36
4/2/20,Massachusetts,25,8966,154
4/2/20,Michigan,26,10791,417
4/2/20,Minnesota,27,742,18
4/2/20,Mississippi,28,1177,26
4/2/20,Missouri,29,1834,24
4/2/20,Montana,30,241,5
4/2/20,Nebraska,31,273,6
4/2/20,Nevada,32,1458,38
4/2/20,New Hampshire,33,479,5
4/2/20,New Jersey,34,25590,539
4/2/20,New Mexico,35,403,7
4/2/20,New York,36,92971,2963
4/2/20,North Carolina,37,1857,17
4/2/20,North Dakota,38,159,3
4/2/20,Northern Mariana Islands,69,8,1
4/2/20,Ohio,39,2902,81
4/2/20,Oklahoma,40,879,34
4/2/20,Oregon,41,826,21
4/2/20,Pennsylvania,42,7016,90
4/2/20,Puerto Rico,72,316,12
4/2/20,Rhode Island,44,657,12
4/2/20,South Carolina,45,1554,31
4/2/20,South Dakota,46,165,2
4/2/20,Tennessee,47,2868,32
4/2/20,Texas,48,4880,79
4/2/20,Utah,49,1077,7
4/2/20,Vermont,50,338,17
4/2/20,Virgin Islands,78,37,0
4/2/20,Virginia,51,1705,41
4/2/20,Washington,53,6585,272
4/2/20,West Virginia,54,217,2
4/2/20,Wisconsin,55,1730,37
4/2/20,Wyoming,56,153,0
4/3/20,Alabama,1,1535,38
4/3/20,Alaska,2,156,2
4/3/20,Arizona,4,1769,41
4/3/20,Arkansas,5,738,12
4/3/20,California,6,12569,282
4/3/20,Colorado,8,4182,110
4/3/20,Connecticut,9,4915,132
4/3/20,Delaware,10,450,14
4/3/20,District of Columbia,11,757,15
4/3/20,Florida,12,10260,169
4/3/20,Georgia,13,5967,198
4/3/20,Guam,66,154,4
4/3/20,Hawaii,15,317,3
4/3/20,Idaho,16,1012,10
4/3/20,Illinois,17,8904,211
4/3/20,Indiana,18,3439,102
4/3/20,Iowa,19,699,11
4/3/20,Kansas,20,624,19
4/3/20,Kentucky,21,762,34
4/3/20,Louisiana,22,10299,370
4/3/20,Maine,23,432,9
4/3/20,Maryland,24,2758,42
4/3/20,Massachusetts,25,10402,192
4/3/20,Michigan,26,12669,478
4/3/20,Minnesota,27,789,22
4/3/20,Mississippi,28,1358,29
4/3/20,Missouri,29,2113,31
4/3/20,Montana,30,262,5
4/3/20,Nebraska,31,296,6
4/3/20,Nevada,32,1549,43
4/3/20,New Hampshire,33,540,7
4/3/20,New Jersey,34,29895,647
4/3/20,New Mexico,35,495,10
4/3/20,New York,36,103651,3716
4/3/20,North Carolina,37,2093,19
4/3/20,North Dakota,38,173,3
4/3/20,Northern Mariana Islands,69,8,1
4/3/20,Ohio,39,3312,91
4/3/20,Oklahoma,40,987,38
4/3/20,Oregon,41,899,22
4/3/20,Pennsylvania,42,8420,102
4/3/20,Puerto Rico,72,378,15
4/3/20,Rhode Island,44,711,14
4/3/20,South Carolina,45,1700,34
4/3/20,South Dakota,46,187,2
4/3/20,Tennessee,47,3032,36
4/3/20,Texas,48,5669,97
4/3/20,Utah,49,1248,7
4/3/20,Vermont,50,389,17
4/3/20,Virgin Islands,78,38,0
4/3/20,Virginia,51,2011,46
4/3/20,Washington,53,6966,293
4/3/20,West Virginia,54,242,2
4/3/20,Wisconsin,55,1916,49
4/3/20,Wyoming,56,166,0
4/4/20,Alabama,1,1632,44
4/4/20,Alaska,2,169,3
4/4/20,Arizona,4,2019,53
4/4/20,Arkansas,5,743,14
4/4/20,California,6,13796,323
4/4/20,Colorado,8,4574,126
4/4/20,Connecticut,9,5276,165
4/4/20,Delaware,10,593,14
4/4/20,District of Columbia,11,902,21
4/4/20,Florida,12,11537,194
4/4/20,Georgia,13,6383,208
4/4/20,Guam,66,223,4
4/4/20,Hawaii,15,349,3
4/4/20,Idaho,16,1076,10
4/4/20,Illinois,17,10357,248
4/4/20,Indiana,18,3955,116
4/4/20,Iowa,19,786,11
4/4/20,Kansas,20,701,21
4/4/20,Kentucky,21,909,40
4/4/20,Louisiana,22,12500,412
4/4/20,Maine,23,456,10
4/4/20,Maryland,24,3125,54
4/4/20,Massachusetts,25,11736,216
4/4/20,Michigan,26,14225,540
4/4/20,Minnesota,27,865,24
4/4/20,Mississippi,28,1455,35
4/4/20,Missouri,29,2291,44
4/4/20,Montana,30,281,6
4/4/20,Nebraska,31,339,8
4/4/20,Nevada,32,1758,46
4/4/20,New Hampshire,33,621,9
4/4/20,New Jersey,34,34124,847
4/4/20,New Mexico,35,543,11
4/4/20,New York,36,115963,4535
4/4/20,North Carolina,37,2402,30
4/4/20,North Dakota,38,186,3
4/4/20,Northern Mariana Islands,69,8,1
4/4/20,Ohio,39,3739,102
4/4/20,Oklahoma,40,1159,42
4/4/20,Oregon,41,999,26
4/4/20,Pennsylvania,42,10109,139
4/4/20,Puerto Rico,72,452,18
4/4/20,Rhode Island,44,806,17
4/4/20,South Carolina,45,1917,40
4/4/20,South Dakota,46,212,2
4/4/20,Tennessee,47,3265,47
4/4/20,Texas,48,6566,124
4/4/20,Utah,49,1426,8
4/4/20,Vermont,50,461,20
4/4/20,Virgin Islands,78,42,0
4/4/20,Virginia,51,2406,52
4/4/20,Washington,53,7498,318
4/4/20,West Virginia,54,282,2
4/4/20,Wisconsin,55,2112,60
4/4/20,Wyoming,56,188,0
4/5/20,Alabama,1,1840,45
4/5/20,Alaska,2,183,4
4/5/20,Arizona,4,2269,64
4/5/20,Arkansas,5,853,16
4/5/20,California,6,15076,349
4/5/20,Colorado,8,4950,140
4/5/20,Connecticut,9,5675,189
4/5/20,Delaware,10,673,14
4/5/20,District of Columbia,11,998,22
4/5/20,Florida,12,12342,220
4/5/20,Georgia,13,6742,219
4/5/20,Guam,66,265,4
4/5/20,Hawaii,15,369,4
4/5/20,Idaho,16,1100,10
4/5/20,Illinois,17,11276,282
4/5/20,Indiana,18,4413,127
4/5/20,Iowa,19,868,22
4/5/20,Kansas,20,763,23
4/5/20,Kentucky,21,1048,44
4/5/20,Louisiana,22,13014,477
4/5/20,Maine,23,470,10
4/5/20,Maryland,24,3609,68
4/5/20,Massachusetts,25,12500,231
4/5/20,Michigan,26,15633,616
4/5/20,Minnesota,27,935,29
4/5/20,Mississippi,28,1638,43
4/5/20,Missouri,29,2367,52
4/5/20,Montana,30,298,6
4/5/20,Nebraska,31,376,8
4/5/20,Nevada,32,1880,46
4/5/20,New Hampshire,33,669,9
4/5/20,New Jersey,34,37505,917
4/5/20,New Mexico,35,624,12
4/5/20,New York,36,124085,5335
4/5/20,North Carolina,37,2585,37
4/5/20,North Dakota,38,207,3
4/5/20,Northern Mariana Islands,69,8,1
4/5/20,Ohio,39,4043,119
4/5/20,Oklahoma,40,1251,46
4/5/20,Oregon,41,1068,27
4/5/20,Pennsylvania,42,11589,159
4/5/20,Puerto Rico,72,475,20
4/5/20,Rhode Island,44,922,25
4/5/20,South Carolina,45,2049,44
4/5/20,South Dakota,46,240,2
4/5/20,Tennessee,47,3538,50
4/5/20,Texas,48,7091,136
4/5/20,Utah,49,1618,8
4/5/20,Vermont,50,512,22
4/5/20,Virgin Islands,78,42,0
4/5/20,Virginia,51,2636,52
4/5/20,Washington,53,7984,344
4/5/20,West Virginia,54,324,3
4/5/20,Wisconsin,55,2267,73
4/5/20,Wyoming,56,200,0
4/6/20,Alabama,1,2005,53
4/6/20,Alaska,2,189,4
4/6/20,Arizona,4,2465,67
4/6/20,Arkansas,5,927,16
4/6/20,California,6,16284,386
4/6/20,Colorado,8,5172,150
4/6/20,Connecticut,9,6906,206
4/6/20,Delaware,10,783,15
4/6/20,District of Columbia,11,1097,24
4/6/20,Florida,12,13621,253
4/6/20,Georgia,13,7558,294
4/6/20,Guam,66,266,4
4/6/20,Hawaii,15,385,5
4/6/20,Idaho,16,1170,13
4/6/20,Illinois,17,12262,309
4/6/20,Indiana,18,4956,141
4/6/20,Iowa,19,946,25
4/6/20,Kansas,20,853,25
4/6/20,Kentucky,21,1057,52
4/6/20,Louisiana,22,14867,512
4/6/20,Maine,23,499,10
4/6/20,Maryland,24,4045,92
4/6/20,Massachusetts,25,13837,260
4/6/20,Michigan,26,17129,727
4/6/20,Minnesota,27,986,30
4/6/20,Mississippi,28,1738,51
4/6/20,Missouri,29,2722,56
4/6/20,Montana,30,319,6
4/6/20,Nebraska,31,437,10
4/6/20,Nevada,32,1971,58
4/6/20,New Hampshire,33,715,9
4/6/20,New Jersey,34,41090,1005
4/6/20,New Mexico,35,686,12
4/6/20,New York,36,132061,6130
4/6/20,North Carolina,37,2870,40
4/6/20,North Dakota,38,225,3
4/6/20,Northern Mariana Islands,69,8,1
4/6/20,Ohio,39,4450,142
4/6/20,Oklahoma,40,1326,51
4/6/20,Oregon,41,1132,29
4/6/20,Pennsylvania,42,13074,169
4/6/20,Puerto Rico,72,513,21
4/6/20,Rhode Island,44,1082,27
4/6/20,South Carolina,45,2232,48
4/6/20,South Dakota,46,288,4
4/6/20,Tennessee,47,3753,65
4/6/20,Texas,48,8104,159
4/6/20,Utah,49,1662,13
4/6/20,Vermont,50,543,23
4/6/20,Virgin Islands,78,43,1
4/6/20,Virginia,51,2877,54
4/6/20,Washington,53,8384,383
4/6/20,West Virginia,54,345,4
4/6/20,Wisconsin,55,2440,83
4/6/20,Wyoming,56,212,0
4/7/20,Alabama,1,2197,64
4/7/20,Alaska,2,211,4
4/7/20,Arizona,4,2575,77
4/7/20,Arkansas,5,997,18
4/7/20,California,6,17540,447
4/7/20,Colorado,8,5429,179
4/7/20,Connecticut,9,7781,277
4/7/20,Delaware,10,928,16
4/7/20,District of Columbia,11,1211,24
4/7/20,Florida,12,14739,295
4/7/20,Georgia,13,9156,348
4/7/20,Guam,66,274,4
4/7/20,Hawaii,15,408,5
4/7/20,Idaho,16,1210,15
4/7/20,Illinois,17,13549,384
4/7/20,Indiana,18,5507,173
4/7/20,Iowa,19,1048,26
4/7/20,Kansas,20,905,30
4/7/20,Kentucky,21,1289,66
4/7/20,Louisiana,22,16284,582
4/7/20,Maine,23,519,12
4/7/20,Maryland,24,4371,104
4/7/20,Massachusetts,25,15202,356
4/7/20,Michigan,26,18851,845
4/7/20,Minnesota,27,1069,34
4/7/20,Mississippi,28,1915,59
4/7/20,Missouri,29,3037,79
4/7/20,Montana,30,319,6
4/7/20,Nebraska,31,490,12
4/7/20,Nevada,32,2101,60
4/7/20,New Hampshire,33,747,13
4/7/20,New Jersey,34,44416,1232
4/7/20,New Mexico,35,794,13
4/7/20,New York,36,141703,7185
4/7/20,North Carolina,37,3220,50
4/7/20,North Dakota,38,237,4
4/7/20,Northern Mariana Islands,69,8,2
4/7/20,Ohio,39,4783,167
4/7/20,Oklahoma,40,1470,67
4/7/20,Oregon,41,1181,33
4/7/20,Pennsylvania,42,14582,240
4/7/20,Puerto Rico,72,573,23
4/7/20,Rhode Island,44,1229,30
4/7/20,South Carolina,45,2417,51
4/7/20,South Dakota,46,320,6
4/7/20,Tennessee,47,4010,72
4/7/20,Texas,48,8968,177
4/7/20,Utah,49,1737,13
4/7/20,Vermont,50,575,23
4/7/20,Virgin Islands,78,45,1
4/7/20,Virginia,51,3332,69
4/7/20,Washington,53,8682,409
4/7/20,West Virginia,54,412,4
4/7/20,Wisconsin,55,2578,94
4/7/20,Wyoming,56,221,0
4/8/20,Alabama,1,2498,67
4/8/20,Alaska,2,224,5
4/8/20,Arizona,4,2726,80
4/8/20,Arkansas,5,1077,18
4/8/20,California,6,19043,506
4/8/20,Colorado,8,5655,192
4/8/20,Connecticut,9,8781,335
4/8/20,Delaware,10,1116,19
4/8/20,District of Columbia,11,1440,27
4/8/20,Florida,12,15690,322
4/8/20,Georgia,13,10204,370
4/8/20,Guam,66,409,4
4/8/20,Hawaii,15,433,5
4/8/20,Idaho,16,1232,19
4/8/20,Illinois,17,15078,464
4/8/20,Indiana,18,5943,203
4/8/20,Iowa,19,1145,27
4/8/20,Kansas,20,1055,38
4/8/20,Kentucky,21,1393,73
4/8/20,Louisiana,22,17030,652
4/8/20,Maine,23,537,14
4/8/20,Maryland,24,5529,124
4/8/20,Massachusetts,25,16790,433
4/8/20,Michigan,26,20220,959
4/8/20,Minnesota,27,1154,39
4/8/20,Mississippi,28,2003,67
4/8/20,Missouri,29,3327,86
4/8/20,Montana,30,332,6
4/8/20,Nebraska,31,538,14
4/8/20,Nevada,32,2318,80
4/8/20,New Hampshire,33,788,18
4/8/20,New Jersey,34,47437,1504
4/8/20,New Mexico,35,865,16
4/8/20,New York,36,151271,8138
4/8/20,North Carolina,37,3423,61
4/8/20,North Dakota,38,251,4
4/8/20,Northern Mariana Islands,69,11,2
4/8/20,Ohio,39,5149,193
4/8/20,Oklahoma,40,1523,79
4/8/20,Oregon,41,1239,38
4/8/20,Pennsylvania,42,16414,313
4/8/20,Puerto Rico,72,620,24
4/8/20,Rhode Island,44,1450,35
4/8/20,South Carolina,45,2552,63
4/8/20,South Dakota,46,393,6
4/8/20,Tennessee,47,4246,83
4/8/20,Texas,48,9897,195
4/8/20,Utah,49,1860,13
4/8/20,Vermont,50,605,23
4/8/20,Virgin Islands,78,45,1
4/8/20,Virginia,51,3644,75
4/8/20,Washington,53,9097,430
4/8/20,West Virginia,54,483,4
4/8/20,Wisconsin,55,2756,107
4/8/20,Wyoming,56,230,0
4/9/20,Alabama,1,2838,78
4/9/20,Alaska,2,233,5
4/9/20,Arizona,4,3018,89
4/9/20,Arkansas,5,1146,21
4/9/20,California,6,20191,548
4/9/20,Colorado,8,6202,227
4/9/20,Connecticut,9,9784,380
4/9/20,Delaware,10,1209,23
4/9/20,District of Columbia,11,1523,32
4/9/20,Florida,12,16819,370
4/9/20,Georgia,13,10885,412
4/9/20,Guam,66,542,4
4/9/20,Hawaii,15,440,6
4/9/20,Idaho,16,1353,24
4/9/20,Illinois,17,16422,534
4/9/20,Indiana,18,6351,246
4/9/20,Iowa,19,1270,27
4/9/20,Kansas,20,1116,42
4/9/20,Kentucky,21,1525,84
4/9/20,Louisiana,22,18283,702
4/9/20,Maine,23,560,16
4/9/20,Maryland,24,6185,139
4/9/20,Massachusetts,25,18941,503
4/9/20,Michigan,26,21375,1076
4/9/20,Minnesota,27,1242,50
4/9/20,Mississippi,28,2260,76
4/9/20,Missouri,29,3539,94
4/9/20,Montana,30,354,6
4/9/20,Nebraska,31,594,15
4/9/20,Nevada,32,2456,82
4/9/20,New Hampshire,33,819,21
4/9/20,New Jersey,34,51027,1700
4/9/20,New Mexico,35,989,17
4/9/20,New York,36,162036,9166
4/9/20,North Carolina,37,3651,74
4/9/20,North Dakota,38,269,5
4/9/20,Northern Mariana Islands,69,11,2
4/9/20,Ohio,39,5513,213
4/9/20,Oklahoma,40,1683,80
4/9/20,Oregon,41,1321,44
4/9/20,Pennsylvania,42,18379,344
4/9/20,Puerto Rico,72,683,33
4/9/20,Rhode Island,44,1727,43
4/9/20,South Carolina,45,2792,67
4/9/20,South Dakota,46,447,6
4/9/20,Tennessee,47,4456,95
4/9/20,Texas,48,11372,228
4/9/20,Utah,49,1980,13
4/9/20,Vermont,50,628,23
4/9/20,Virgin Islands,78,46,1
4/9/20,Virginia,51,4041,109
4/9/20,Washington,53,9608,456
4/9/20,West Virginia,54,524,5
4/9/20,Wisconsin,55,2885,116
4/9/20,Wyoming,56,303,0
4/10/20,Alabama,1,3008,80
4/10/20,Alaska,2,244,5
4/10/20,Arizona,4,3112,97
4/10/20,Arkansas,5,1202,24
4/10/20,California,6,21366,594
4/10/20,Colorado,8,6510,253
4/10/20,Connecticut,9,10538,448
4/10/20,Delaware,10,1326,32
4/10/20,District of Columbia,11,1660,38
4/10/20,Florida,12,17960,418
4/10/20,Georgia,13,11859,425
4/10/20,Guam,66,577,4
4/10/20,Hawaii,15,463,8
4/10/20,Idaho,16,1397,25
4/10/20,Illinois,17,17887,607
4/10/20,Indiana,18,6907,300
4/10/20,Iowa,19,1388,31
4/10/20,Kansas,20,1180,50
4/10/20,Kentucky,21,1702,90
4/10/20,Louisiana,22,19253,755
4/10/20,Maine,23,586,17
4/10/20,Maryland,24,6968,172
4/10/20,Massachusetts,25,20974,599
4/10/20,Michigan,26,22646,1280
4/10/20,Minnesota,27,1335,57
4/10/20,Mississippi,28,2469,82
4/10/20,Missouri,29,3799,105
4/10/20,Montana,30,365,6
4/10/20,Nebraska,31,678,18
4/10/20,Nevada,32,2606,86
4/10/20,New Hampshire,33,885,22
4/10/20,New Jersey,34,54588,1932
4/10/20,New Mexico,35,1090,19
4/10/20,New York,36,172830,10162
4/10/20,North Carolina,37,3906,78
4/10/20,North Dakota,38,278,7
4/10/20,Northern Mariana Islands,69,11,2
4/10/20,Ohio,39,5879,231
4/10/20,Oklahoma,40,1794,88
4/10/20,Oregon,41,1371,48
4/10/20,Pennsylvania,42,20128,435
4/10/20,Puerto Rico,72,725,39
4/10/20,Rhode Island,44,2015,49
4/10/20,South Carolina,45,3065,72
4/10/20,South Dakota,46,536,6
4/10/20,Tennessee,47,4793,104
4/10/20,Texas,48,12290,246
4/10/20,Utah,49,2103,17
4/10/20,Vermont,50,679,24
4/10/20,Virgin Islands,78,46,1
4/10/20,Virginia,51,4508,121
4/10/20,Washington,53,9887,483
4/10/20,West Virginia,54,537,5
4/10/20,Wisconsin,55,3068,131
4/10/20,Wyoming,56,320,0
4/11/20,Alabama,1,3262,93
4/11/20,Alaska,2,255,6
4/11/20,Arizona,4,3393,112
4/11/20,Arkansas,5,1228,25
4/11/20,California,6,22421,632
4/11/20,Colorado,8,6893,274
4/11/20,Connecticut,9,11510,494
4/11/20,Delaware,10,1479,33
4/11/20,District of Columbia,11,1778,47
4/11/20,Florida,12,18978,445
4/11/20,Georgia,13,12261,432
4/11/20,Guam,66,681,5
4/11/20,Hawaii,15,484,8
4/11/20,Idaho,16,1407,27
4/11/20,Illinois,17,19180,682
4/11/20,Indiana,18,7435,330
4/11/20,Iowa,19,1510,34
4/11/20,Kansas,20,1282,55
4/11/20,Kentucky,21,1851,94
4/11/20,Louisiana,22,20014,806
4/11/20,Maine,23,616,19
4/11/20,Maryland,24,7694,207
4/11/20,Massachusetts,25,22860,686
4/11/20,Michigan,26,23853,1391
4/11/20,Minnesota,27,1427,64
4/11/20,Mississippi,28,2642,93
4/11/20,Missouri,29,4024,116
4/11/20,Montana,30,377,6
4/11/20,Nebraska,31,718,18
4/11/20,Nevada,32,2720,111
4/11/20,New Hampshire,33,929,23
4/11/20,New Jersey,34,58151,2183
4/11/20,New Mexico,35,1174,20
4/11/20,New York,36,182990,11159
4/11/20,North Carolina,37,4310,86
4/11/20,North Dakota,38,293,7
4/11/20,Northern Mariana Islands,69,11,2
4/11/20,Ohio,39,6251,247
4/11/20,Oklahoma,40,1868,93
4/11/20,Oregon,41,1447,51
4/11/20,Pennsylvania,42,21774,515
4/11/20,Puerto Rico,72,788,42
4/11/20,Rhode Island,44,2349,56
4/11/20,South Carolina,45,3207,80
4/11/20,South Dakota,46,626,6
4/11/20,Tennessee,47,4983,107
4/11/20,Texas,48,13208,265
4/11/20,Utah,49,2208,18
4/11/20,Vermont,50,711,24
4/11/20,Virgin Islands,78,51,1
4/11/20,Virginia,51,5076,130
4/11/20,Washington,53,10224,498
4/11/20,West Virginia,54,593,6
4/11/20,Wisconsin,55,3213,141
4/11/20,Wyoming,56,343,0
4/12/20,Alabama,1,3583,93
4/12/20,Alaska,2,270,6
4/12/20,Arizona,4,3539,117
4/12/20,Arkansas,5,1280,27
4/12/20,California,6,23323,676
4/12/20,Colorado,8,7303,290
4/12/20,Connecticut,9,12035,554
4/12/20,Delaware,10,1625,35
4/12/20,District of Columbia,11,1875,50
4/12/20,Florida,12,19855,460
4/12/20,Georgia,13,12103,438
4/12/20,Guam,66,716,5
4/12/20,Hawaii,15,497,9
4/12/20,Idaho,16,1425,27
4/12/20,Illinois,17,20852,727
4/12/20,Indiana,18,7928,343
4/12/20,Iowa,19,1587,41
4/12/20,Kansas,20,1337,56
4/12/20,Kentucky,21,1963,98
4/12/20,Louisiana,22,20595,840
4/12/20,Maine,23,633,19
4/12/20,Maryland,24,8225,236
4/12/20,Massachusetts,25,25475,756
4/12/20,Michigan,26,24494,1486
4/12/20,Minnesota,27,1621,70
4/12/20,Mississippi,28,2781,96
4/12/20,Missouri,29,4160,116
4/12/20,Montana,30,387,6
4/12/20,Nebraska,31,805,18
4/12/20,Nevada,32,2860,113
4/12/20,New Hampshire,33,985,23
4/12/20,New Jersey,34,61850,2350
4/12/20,New Mexico,35,1245,26
4/12/20,New York,36,191425,12116
4/12/20,North Carolina,37,4520,86
4/12/20,North Dakota,38,308,8
4/12/20,Northern Mariana Islands,69,11,2
4/12/20,Ohio,39,6605,253
4/12/20,Oklahoma,40,1970,96
4/12/20,Oregon,41,1527,52
4/12/20,Pennsylvania,42,22955,525
4/12/20,Puerto Rico,72,897,44
4/12/20,Rhode Island,44,2665,63
4/12/20,South Carolina,45,3319,82
4/12/20,South Dakota,46,729,6
4/12/20,Tennessee,47,5144,107
4/12/20,Texas,48,13776,288
4/12/20,Utah,49,2305,18
4/12/20,Vermont,50,727,26
4/12/20,Virgin Islands,78,51,1
4/12/20,Virginia,51,5273,141
4/12/20,Washington,53,10411,511
4/12/20,West Virginia,54,615,8
4/12/20,Wisconsin,55,3341,145
4/12/20,Wyoming,56,364,0
4/13/20,Alabama,1,3805,104
4/13/20,Alaska,2,275,6
4/13/20,Arizona,4,3702,122
4/13/20,Arkansas,5,1475,30
4/13/20,California,6,24334,725
4/13/20,Colorado,8,7691,308
4/13/20,Connecticut,9,13381,602
4/13/20,Delaware,10,1761,41
4/13/20,District of Columbia,11,1955,52
4/13/20,Florida,12,21011,498
4/13/20,Georgia,13,13125,479
4/13/20,Guam,66,719,6
4/13/20,Hawaii,15,502,9
4/13/20,Idaho,16,1453,33
4/13/20,Illinois,17,22025,800
4/13/20,Indiana,18,8236,350
4/13/20,Iowa,19,1710,44
4/13/20,Kansas,20,1382,63
4/13/20,Kentucky,21,2048,106
4/13/20,Louisiana,22,21016,884
4/13/20,Maine,23,698,19
4/13/20,Maryland,24,8936,262
4/13/20,Massachusetts,25,26867,844
4/13/20,Michigan,26,25487,1601
4/13/20,Minnesota,27,1650,70
4/13/20,Mississippi,28,2942,98
4/13/20,Missouri,29,4388,136
4/13/20,Montana,30,394,7
4/13/20,Nebraska,31,870,19
4/13/20,Nevada,32,3036,114
4/13/20,New Hampshire,33,1020,23
4/13/20,New Jersey,34,64584,2443
4/13/20,New Mexico,35,1345,31
4/13/20,New York,36,197973,12998
4/13/20,North Carolina,37,4788,91
4/13/20,North Dakota,38,331,9
4/13/20,Northern Mariana Islands,69,11,2
4/13/20,Ohio,39,6975,274
4/13/20,Oklahoma,40,2069,98
4/13/20,Oregon,41,1584,53
4/13/20,Pennsylvania,42,24295,563
4/13/20,Puerto Rico,72,903,45
4/13/20,Rhode Island,44,2976,73
4/13/20,South Carolina,45,3439,87
4/13/20,South Dakota,46,867,6
4/13/20,Tennessee,47,5483,114
4/13/20,Texas,48,14487,320
4/13/20,Utah,49,2368,18
4/13/20,Vermont,50,748,27
4/13/20,Virgin Islands,78,51,1
4/13/20,Virginia,51,5746,149
4/13/20,Washington,53,10538,525
4/13/20,West Virginia,54,638,9
4/13/20,Wisconsin,55,3428,155
4/13/20,Wyoming,56,373,1
4/14/20,Alabama,1,3953,114
4/14/20,Alaska,2,283,7
4/14/20,Arizona,4,3806,131
4/14/20,Arkansas,5,1498,32
4/14/20,California,6,25758,778
4/14/20,Colorado,8,7941,329
4/14/20,Connecticut,9,13989,671
4/14/20,Delaware,10,1926,43
4/14/20,District of Columbia,11,2058,67
4/14/20,Florida,12,21620,570
4/14/20,Georgia,13,13913,517
4/14/20,Guam,66,721,6
4/14/20,Hawaii,15,511,9
4/14/20,Idaho,16,1464,39
4/14/20,Illinois,17,23247,878
4/14/20,Indiana,18,8527,387
4/14/20,Iowa,19,1899,44
4/14/20,Kansas,20,1438,69
4/14/20,Kentucky,21,2210,115
4/14/20,Louisiana,22,21518,1013
4/14/20,Maine,23,734,20
4/14/20,Maryland,24,9472,302
4/14/20,Massachusetts,25,28163,957
4/14/20,Michigan,26,26844,1766
4/14/20,Minnesota,27,1695,79
4/14/20,Mississippi,28,3087,111
4/14/20,Missouri,29,4686,151
4/14/20,Montana,30,399,7
4/14/20,Nebraska,31,930,21
4/14/20,Nevada,32,3137,130
4/14/20,New Hampshire,33,1091,27
4/14/20,New Jersey,34,68824,2805
4/14/20,New Mexico,35,1407,36
4/14/20,New York,36,205375,14001
4/14/20,North Carolina,37,4992,116
4/14/20,North Dakota,38,341,9
4/14/20,Northern Mariana Islands,69,13,2
4/14/20,Ohio,39,7280,324
4/14/20,Oklahoma,40,2184,109
4/14/20,Oregon,41,1633,55
